,noFacture,dateFacture,pays
12935,537403.0,2010-12-06 14:43:00,United Kingdom
12952,537404.0,2010-12-06 14:46:00,United Kingdom
12963,537405.0,2010-12-06 14:51:00,United Kingdom
13013,537407.0,2010-12-06 14:55:00,United Kingdom
13021,537409.0,2010-12-06 15:00:00,United Kingdom
13037,537410.0,2010-12-06 15:03:00,United Kingdom
13038,537411.0,2010-12-06 15:06:00,United Kingdom
13041,537412.0,2010-12-06 15:06:00,United Kingdom
13043,537415.0,2010-12-06 15:09:00,United Kingdom
13056,537418.0,2010-12-06 15:13:00,United Kingdom
13092,537419.0,2010-12-06 15:14:00,United Kingdom
13106,537420.0,2010-12-06 15:18:00,United Kingdom
13124,537421.0,2010-12-06 15:25:00,United Kingdom
13175,537422.0,2010-12-06 15:27:00,United Kingdom
13208,537423.0,2010-12-06 15:34:00,United Kingdom
13214,537424.0,2010-12-06 15:35:00,United Kingdom
13220,537428.0,2010-12-06 15:38:00,United Kingdom
13242,537429.0,2010-12-06 15:54:00,United Kingdom
13266,537433.0,2010-12-06 16:36:00,United Kingdom
13270,537434.0,2010-12-06 16:57:00,United Kingdom
13945,537435.0,2010-12-06 16:58:00,United Kingdom
13963,537440.0,2010-12-06 17:16:00,United Kingdom
13979,537441.0,2010-12-06 17:26:00,United Kingdom
14020,537442.0,2010-12-06 17:29:00,United Kingdom
14024,537446.0,2010-12-07 09:13:00,United Kingdom
14052,537447.0,2010-12-07 09:21:00,United Kingdom
14059,537448.0,2010-12-07 09:23:00,United Kingdom
14067,537456.0,2010-12-07 09:43:00,United Kingdom
14069,537457.0,2010-12-07 09:51:00,United Kingdom
14088,537458.0,2010-12-07 09:55:00,United Kingdom
14101,537459.0,2010-12-07 09:57:00,United Kingdom
14112,537460.0,2010-12-07 10:04:00,United Kingdom
14113,537461.0,2010-12-07 10:06:00,United Kingdom
14114,537462.0,2010-12-07 10:06:00,United Kingdom
14126,537463.0,2010-12-07 10:08:00,France
14167,537464.0,2010-12-07 10:14:00,United Kingdom
14195,537465.0,2010-12-07 10:32:00,United Kingdom
14218,537467.0,2010-12-07 10:36:00,United Kingdom
14236,537468.0,2010-12-07 10:36:00,France
14256,537469.0,2010-12-07 10:43:00,United Kingdom
14257,537470.0,2010-12-07 10:47:00,United Kingdom
14262,537471.0,2010-12-07 10:51:00,United Kingdom
14263,537472.0,2010-12-07 11:11:00,United Kingdom
14269,537476.0,2010-12-07 11:26:00,United Kingdom
14272,537484.0,2010-12-07 11:30:00,United Kingdom
14300,537489.0,2010-12-07 11:33:00,United Kingdom
14321,537509.0,2010-12-07 11:41:00,United Kingdom
14323,537523.0,2010-12-07 11:45:00,United Kingdom
14335,537534.0,2010-12-07 11:48:00,United Kingdom
14393,537538.0,2010-12-07 11:49:00,United Kingdom
14405,537567.0,2010-12-07 11:59:00,United Kingdom
14438,537592.0,2010-12-07 12:18:00,United Kingdom
14443,537593.0,2010-12-07 12:21:00,United Kingdom
14456,537594.0,2010-12-07 12:28:00,Germany
14473,537595.0,2010-12-07 12:29:00,United Kingdom
14499,537598.0,2010-12-07 12:37:00,United Kingdom
14513,537599.0,2010-12-07 12:37:00,United Kingdom
14515,537601.0,2010-12-07 12:43:00,United Kingdom
14538,537603.0,2010-12-07 12:49:00,United Kingdom
14553,537604.0,2010-12-07 13:01:00,United Kingdom
14598,537605.0,2010-12-07 13:13:00,United Kingdom
14610,537606.0,2010-12-07 13:16:00,United Kingdom
14641,537607.0,2010-12-07 13:18:00,United Kingdom
14657,537608.0,2010-12-07 13:20:00,United Kingdom
14704,537609.0,2010-12-07 13:22:00,United Kingdom
14718,537612.0,2010-12-07 13:28:00,United Kingdom
14729,537614.0,2010-12-07 13:29:00,United Kingdom
14759,537615.0,2010-12-07 13:30:00,United Kingdom
14764,537616.0,2010-12-07 13:30:00,United Kingdom
14765,537617.0,2010-12-07 13:45:00,United Kingdom
14773,537618.0,2010-12-07 13:50:00,United Kingdom
14789,537619.0,2010-12-07 13:53:00,United Kingdom
14796,537620.0,2010-12-07 14:00:00,United Kingdom
14802,537621.0,2010-12-07 14:29:00,United Kingdom
14806,537622.0,2010-12-07 14:30:00,United Kingdom
14829,537623.0,2010-12-07 14:31:00,United Kingdom
14873,537624.0,2010-12-07 14:41:00,United Kingdom
14932,537625.0,2010-12-07 14:57:00,United Kingdom
14938,537626.0,2010-12-07 14:57:00,Iceland
14969,537627.0,2010-12-07 14:58:00,United Kingdom
14981,537628.0,2010-12-07 15:02:00,United Kingdom
14997,537629.0,2010-12-07 15:03:00,United Kingdom
15015,537631.0,2010-12-07 15:04:00,United Kingdom
15018,537633.0,2010-12-07 15:14:00,United Kingdom
15023,537634.0,2010-12-07 15:15:00,United Kingdom
15041,537635.0,2010-12-07 15:18:00,United Kingdom
15043,537636.0,2010-12-07 15:20:00,United Kingdom
15046,537637.0,2010-12-07 15:22:00,United Kingdom
15050,537638.0,2010-12-07 15:28:00,United Kingdom
15651,537639.0,2010-12-07 15:29:00,United Kingdom
15652,537640.0,2010-12-07 15:31:00,United Kingdom
15801,537641.0,2010-12-07 15:32:00,United Kingdom
15880,537642.0,2010-12-07 15:33:00,United Kingdom
16002,537643.0,2010-12-07 15:34:00,United Kingdom
16125,537645.0,2010-12-07 15:34:00,United Kingdom
16233,537646.0,2010-12-07 15:39:00,United Kingdom
16314,537648.0,2010-12-07 15:48:00,United Kingdom
16336,537649.0,2010-12-07 15:48:00,United Kingdom
16343,537650.0,2010-12-07 15:48:00,United Kingdom
16358,537653.0,2010-12-07 15:54:00,United Kingdom
16395,537654.0,2010-12-07 15:59:00,United Kingdom
16416,537655.0,2010-12-07 16:20:00,United Kingdom
16425,537657.0,2010-12-07 16:42:00,United Kingdom
16430,537658.0,2010-12-07 16:43:00,United Kingdom
16433,537659.0,2010-12-07 16:43:00,United Kingdom
16442,537664.0,2010-12-07 17:05:00,United Kingdom
16443,537665.0,2010-12-07 17:19:00,United Kingdom
16449,537666.0,2010-12-07 18:36:00,United Kingdom
16985,537667.0,2010-12-08 08:12:00,United Kingdom
16986,537668.0,2010-12-08 08:43:00,United Kingdom
16988,537669.0,2010-12-08 08:58:00,United Kingdom
16997,537670.0,2010-12-08 09:07:00,United Kingdom
17007,537671.0,2010-12-08 09:20:00,United Kingdom
17022,537672.0,2010-12-08 09:30:00,United Kingdom
17040,537673.0,2010-12-08 09:49:00,Germany
17047,537674.0,2010-12-08 09:51:00,United Kingdom
17066,537675.0,2010-12-08 09:53:00,United Kingdom
17067,537676.0,2010-12-08 09:53:00,Australia
17076,537678.0,2010-12-08 09:56:00,United Kingdom
17085,537679.0,2010-12-08 10:05:00,United Kingdom
17090,537680.0,2010-12-08 10:11:00,United Kingdom
17103,537681.0,2010-12-08 10:11:00,United Kingdom
17110,537682.0,2010-12-08 10:13:00,United Kingdom
17114,537683.0,2010-12-08 10:14:00,United Kingdom
17136,537685.0,2010-12-08 10:21:00,United Kingdom
17155,537686.0,2010-12-08 10:21:00,United Kingdom
17159,537688.0,2010-12-08 10:35:00,United Kingdom
17178,537689.0,2010-12-08 10:36:00,United Kingdom
17195,537690.0,2010-12-08 10:38:00,United Kingdom
17210,537691.0,2010-12-08 10:39:00,United Kingdom
17230,537692.0,2010-12-08 10:40:00,United Kingdom
17280,537693.0,2010-12-08 10:45:00,France
17291,537694.0,2010-12-08 10:46:00,United Kingdom
17305,537698.0,2010-12-08 10:51:00,United Kingdom
17309,537700.0,2010-12-08 10:51:00,United Kingdom
17312,537707.0,2010-12-08 10:53:00,United Kingdom
17326,537738.0,2010-12-08 11:02:00,United Kingdom
17343,537743.0,2010-12-08 11:02:00,United Kingdom
17355,537751.0,2010-12-08 11:04:00,United Kingdom
17357,537754.0,2010-12-08 11:16:00,United Kingdom
17379,537755.0,2010-12-08 11:31:00,United Kingdom
17391,537757.0,2010-12-08 11:38:00,United Kingdom
17399,537758.0,2010-12-08 11:41:00,United Kingdom
17409,537759.0,2010-12-08 11:42:00,United Kingdom
17421,537760.0,2010-12-08 11:42:00,United Kingdom
17425,537761.0,2010-12-08 11:43:00,United Kingdom
17426,537762.0,2010-12-08 12:01:00,United Kingdom
17454,537764.0,2010-12-08 12:06:00,United Kingdom
17499,537765.0,2010-12-08 12:08:00,United Kingdom
17537,537766.0,2010-12-08 12:08:00,United Kingdom
17541,537767.0,2010-12-08 12:09:00,United Kingdom
17542,537768.0,2010-12-08 12:11:00,United Kingdom
17544,537769.0,2010-12-08 12:17:00,United Kingdom
17597,537770.0,2010-12-08 12:24:00,United Kingdom
17612,537771.0,2010-12-08 12:29:00,United Kingdom
17621,537772.0,2010-12-08 12:35:00,United Kingdom
17687,537773.0,2010-12-08 12:36:00,United Kingdom
17756,537774.0,2010-12-08 12:40:00,United Kingdom
17760,537775.0,2010-12-08 12:41:00,United Kingdom
17805,537780.0,2010-12-08 12:45:00,United Kingdom
17811,537781.0,2010-12-08 12:46:00,United Kingdom
17972,537789.0,2010-12-08 12:49:00,United Kingdom
17988,537791.0,2010-12-08 12:51:00,United Kingdom
17990,537792.0,2010-12-08 12:56:00,United Kingdom
18011,537793.0,2010-12-08 12:57:00,United Kingdom
18040,537794.0,2010-12-08 13:01:00,United Kingdom
18100,537795.0,2010-12-08 13:03:00,United Kingdom
18115,537796.0,2010-12-08 13:03:00,United Kingdom
18121,537799.0,2010-12-08 13:07:00,United Kingdom
18136,537800.0,2010-12-08 13:08:00,United Kingdom
18146,537801.0,2010-12-08 13:08:00,United Kingdom
18151,537802.0,2010-12-08 13:11:00,United Kingdom
18181,537803.0,2010-12-08 13:14:00,United Kingdom
18183,537804.0,2010-12-08 13:17:00,United Kingdom
18205,537806.0,2010-12-08 13:21:00,United Kingdom
18215,537808.0,2010-12-08 13:23:00,United Kingdom
18236,537809.0,2010-12-08 13:28:00,United Kingdom
18243,537810.0,2010-12-08 13:30:00,United Kingdom
18244,537811.0,2010-12-08 13:30:00,United Kingdom
18248,537813.0,2010-12-08 13:38:00,United Kingdom
18256,537815.0,2010-12-08 13:49:00,United Kingdom
18271,537816.0,2010-12-08 13:51:00,United Kingdom
18274,537817.0,2010-12-08 13:53:00,United Kingdom
18281,537818.0,2010-12-08 13:53:00,Portugal
18334,537819.0,2010-12-08 13:55:00,United Kingdom
18353,537822.0,2010-12-08 14:22:00,United Kingdom
18383,537823.0,2010-12-08 14:25:00,United Kingdom
18976,537825.0,2010-12-08 14:36:00,United Kingdom
19004,537826.0,2010-12-08 14:38:00,United Kingdom
19025,537827.0,2010-12-08 14:43:00,Lithuania
19026,537828.0,2010-12-08 14:43:00,United Kingdom
19056,537829.0,2010-12-08 14:46:00,United Kingdom
19075,537830.0,2010-12-08 14:46:00,United Kingdom
19090,537831.0,2010-12-08 14:50:00,United Kingdom
19104,537833.0,2010-12-08 14:53:00,United Kingdom
19109,537836.0,2010-12-08 14:58:00,United Kingdom
19110,537837.0,2010-12-08 14:59:00,United Kingdom
19125,537839.0,2010-12-08 15:02:00,United Kingdom
19134,537840.0,2010-12-08 15:03:00,United Kingdom
19149,537841.0,2010-12-08 15:10:00,United Kingdom
19150,537842.0,2010-12-08 15:12:00,United Kingdom
19166,537843.0,2010-12-08 15:16:00,United Kingdom
19175,537844.0,2010-12-08 15:17:00,United Kingdom
19213,537845.0,2010-12-08 15:23:00,United Kingdom
19217,537846.0,2010-12-08 15:25:00,United Kingdom
19222,537847.0,2010-12-08 15:33:00,United Kingdom
19228,537848.0,2010-12-08 15:35:00,United Kingdom
19229,537849.0,2010-12-08 15:35:00,United Kingdom
19230,537850.0,2010-12-08 15:38:00,United Kingdom
19255,537851.0,2010-12-08 15:39:00,United Kingdom
19262,537852.0,2010-12-08 15:56:00,United Kingdom
19353,537854.0,2010-12-08 15:58:00,United Kingdom
19358,537855.0,2010-12-08 15:59:00,United Kingdom
19393,537858.0,2010-12-08 16:06:00,United Kingdom
19404,537859.0,2010-12-08 16:11:00,United Kingdom
19451,537861.0,2010-12-08 16:18:00,United Kingdom
19457,537862.0,2010-12-08 16:21:00,United Kingdom
19464,537863.0,2010-12-08 16:29:00,United Kingdom
19465,537864.0,2010-12-08 16:34:00,United Kingdom
19479,537865.0,2010-12-08 16:34:00,United Kingdom
19501,537866.0,2010-12-08 16:45:00,United Kingdom
19510,537867.0,2010-12-08 16:48:00,United Kingdom
19525,537868.0,2010-12-08 16:49:00,Norway
19600,537871.0,2010-12-08 17:20:00,United Kingdom
19632,537879.0,2010-12-09 08:34:00,United Kingdom
19640,537880.0,2010-12-09 09:14:00,United Kingdom
19656,537881.0,2010-12-09 09:23:00,United Kingdom
19668,537882.0,2010-12-09 09:25:00,United Kingdom
19672,537883.0,2010-12-09 09:27:00,United Kingdom
19677,537884.0,2010-12-09 09:30:00,United Kingdom
19683,537885.0,2010-12-09 09:34:00,United Kingdom
19699,537886.0,2010-12-09 09:49:00,United Kingdom
19709,537887.0,2010-12-09 10:00:00,United Kingdom
19719,537888.0,2010-12-09 10:04:00,United Kingdom
19754,537889.0,2010-12-09 10:04:00,United Kingdom
19781,537890.0,2010-12-09 10:04:00,United Kingdom
19787,537891.0,2010-12-09 10:05:00,United Kingdom
19793,537892.0,2010-12-09 10:13:00,Germany
19805,537894.0,2010-12-09 10:16:00,Germany
19819,537895.0,2010-12-09 10:30:00,United Kingdom
19824,537896.0,2010-12-09 10:33:00,United Kingdom
19839,537897.0,2010-12-09 10:37:00,France
19851,537898.0,2010-12-09 10:42:00,United Kingdom
19871,537899.0,2010-12-09 10:44:00,Japan
19872,537900.0,2010-12-09 10:45:00,United Kingdom
19896,537901.0,2010-12-09 10:48:00,United Kingdom
19899,537915.0,2010-12-09 10:55:00,Portugal
19912,537955.0,2010-12-09 11:28:00,United Kingdom
19962,537963.0,2010-12-09 11:30:00,United Kingdom
19976,537967.0,2010-12-09 11:31:00,France
19979,537981.0,2010-12-09 11:35:00,United Kingdom
19983,537995.0,2010-12-09 11:39:00,Germany
19997,538000.0,2010-12-09 11:44:00,United Kingdom
20000,538002.0,2010-12-09 11:48:00,Channel Islands
20017,538003.0,2010-12-09 12:05:00,Denmark
20038,538005.0,2010-12-09 12:12:00,United Kingdom
20041,538006.0,2010-12-09 12:13:00,United Kingdom
20043,538007.0,2010-12-09 12:16:00,United Kingdom
20054,538008.0,2010-12-09 12:17:00,France
20095,538009.0,2010-12-09 12:17:00,EIRE
20127,538010.0,2010-12-09 12:20:00,United Kingdom
20132,538011.0,2010-12-09 12:24:00,United Kingdom
20164,538012.0,2010-12-09 12:32:00,United Kingdom
20193,538013.0,2010-12-09 12:37:00,United Kingdom
20206,538014.0,2010-12-09 12:49:00,United Kingdom
20219,538015.0,2010-12-09 12:49:00,United Kingdom
20240,538032.0,2010-12-09 12:59:00,United Kingdom
20250,538035.0,2010-12-09 13:03:00,United Kingdom
20325,538037.0,2010-12-09 13:05:00,United Kingdom
20332,538040.0,2010-12-09 13:08:00,United Kingdom
20395,538044.0,2010-12-09 13:11:00,United Kingdom
20401,538048.0,2010-12-09 13:14:00,United Kingdom
20403,538049.0,2010-12-09 13:21:00,United Kingdom
20408,538050.0,2010-12-09 13:22:00,United Kingdom
20409,538051.0,2010-12-09 13:24:00,United Kingdom
20439,538053.0,2010-12-09 13:34:00,United Kingdom
20471,538056.0,2010-12-09 13:34:00,United Kingdom
20495,538057.0,2010-12-09 13:38:00,United Kingdom
20521,538060.0,2010-12-09 13:39:00,United Kingdom
20528,538063.0,2010-12-09 13:44:00,United Kingdom
20529,538064.0,2010-12-09 13:47:00,United Kingdom
20553,538065.0,2010-12-09 13:57:00,United Kingdom
20577,538067.0,2010-12-09 13:59:00,United Kingdom
20603,538068.0,2010-12-09 14:05:00,United Kingdom
20615,538069.0,2010-12-09 14:08:00,United Kingdom
20681,538070.0,2010-12-09 14:08:00,United Kingdom
20686,538071.0,2010-12-09 14:09:00,United Kingdom
21339,538073.0,2010-12-09 14:10:00,United Kingdom
21351,538076.0,2010-12-09 14:15:00,United Kingdom
21365,538077.0,2010-12-09 14:19:00,United Kingdom
21413,538078.0,2010-12-09 14:25:00,United Kingdom
21439,538079.0,2010-12-09 14:27:00,United Kingdom
21456,538080.0,2010-12-09 14:28:00,United Kingdom
21474,538086.0,2010-12-09 14:44:00,United Kingdom
21512,538087.0,2010-12-09 14:44:00,United Kingdom
21521,538093.0,2010-12-09 14:49:00,France
21554,538094.0,2010-12-09 14:50:00,United Kingdom
21565,538095.0,2010-12-09 14:55:00,Spain
21605,538096.0,2010-12-09 14:55:00,United Kingdom
21608,538097.0,2010-12-09 14:56:00,United Kingdom
21627,538101.0,2010-12-09 15:01:00,United Kingdom
21630,538104.0,2010-12-09 15:16:00,United Kingdom
21658,538106.0,2010-12-09 15:20:00,United Kingdom
21671,538107.0,2010-12-09 15:21:00,United Kingdom
21680,538108.0,2010-12-09 15:23:00,United Kingdom
21703,538113.0,2010-12-09 15:29:00,United Kingdom
21724,538116.0,2010-12-09 15:32:00,United Kingdom
21742,538117.0,2010-12-09 15:33:00,United Kingdom
21751,538120.0,2010-12-09 15:35:00,United Kingdom
21761,538125.0,2010-12-09 15:46:00,United Kingdom
21763,538126.0,2010-12-09 15:50:00,United Kingdom
21775,538127.0,2010-12-09 15:53:00,United Kingdom
21794,538145.0,2010-12-09 16:08:00,United Kingdom
21817,538146.0,2010-12-09 16:10:00,United Kingdom
21838,538147.0,2010-12-09 16:11:00,United Kingdom
21839,538148.0,2010-12-09 16:26:00,United Kingdom
21950,538149.0,2010-12-09 16:27:00,United Kingdom
22063,538151.0,2010-12-09 16:28:00,United Kingdom
22068,538153.0,2010-12-09 16:31:00,United Kingdom
22189,538154.0,2010-12-09 16:35:00,United Kingdom
22210,538155.0,2010-12-09 16:52:00,United Kingdom
22244,538156.0,2010-12-09 16:53:00,United Kingdom
22281,538157.0,2010-12-09 16:57:00,United Kingdom
22298,538163.0,2010-12-09 17:27:00,United Kingdom
22345,538165.0,2010-12-09 17:34:00,United Kingdom
22348,538166.0,2010-12-09 18:09:00,United Kingdom
22365,538167.0,2010-12-09 18:58:00,United Kingdom
22390,538168.0,2010-12-09 19:23:00,United Kingdom
22420,538169.0,2010-12-09 19:28:00,United Kingdom
22433,538170.0,2010-12-09 19:32:00,United Kingdom
22458,538171.0,2010-12-09 20:01:00,United Kingdom
22523,538172.0,2010-12-10 09:33:00,United Kingdom
22535,538174.0,2010-12-10 09:35:00,Germany
22583,538176.0,2010-12-10 09:48:00,United Kingdom
22587,538177.0,2010-12-10 09:51:00,United Kingdom
23121,538178.0,2010-12-10 09:51:00,United Kingdom
23127,538179.0,2010-12-10 09:52:00,United Kingdom
23128,538180.0,2010-12-10 09:53:00,United Kingdom
23138,538181.0,2010-12-10 10:08:00,United Kingdom
23145,538182.0,2010-12-10 10:18:00,United Kingdom
23155,538183.0,2010-12-10 10:21:00,United Kingdom
23187,538184.0,2010-12-10 10:21:00,United Kingdom
23213,538185.0,2010-12-10 10:22:00,United Kingdom
23219,538186.0,2010-12-10 10:26:00,United Kingdom
23230,538187.0,2010-12-10 10:27:00,United Kingdom
23240,538188.0,2010-12-10 10:29:00,United Kingdom
23242,538190.0,2010-12-10 10:47:00,United Kingdom
23252,538191.0,2010-12-10 10:49:00,United Kingdom
23268,538192.0,2010-12-10 10:50:00,United Kingdom
23269,538193.0,2010-12-10 10:51:00,United Kingdom
23270,538194.0,2010-12-10 10:52:00,United Kingdom
23271,538195.0,2010-12-10 10:52:00,United Kingdom
23274,538196.0,2010-12-10 10:56:00,France
23289,538197.0,2010-12-10 10:56:00,United Kingdom
23310,538198.0,2010-12-10 11:01:00,United Kingdom
23397,538199.0,2010-12-10 11:02:00,United Kingdom
23426,538200.0,2010-12-10 11:11:00,United Kingdom
23441,538201.0,2010-12-10 11:12:00,United Kingdom
23482,538202.0,2010-12-10 11:19:00,United Kingdom
23501,538203.0,2010-12-10 11:21:00,United Kingdom
23509,538204.0,2010-12-10 11:23:00,United Kingdom
23513,538205.0,2010-12-10 11:24:00,United Kingdom
23575,538206.0,2010-12-10 11:31:00,United Kingdom
23590,538207.0,2010-12-10 11:33:00,United Kingdom
23645,538208.0,2010-12-10 11:39:00,United Kingdom
23671,538209.0,2010-12-10 11:42:00,United Kingdom
23712,538210.0,2010-12-10 11:44:00,United Kingdom
23744,538211.0,2010-12-10 11:47:00,United Kingdom
23752,538216.0,2010-12-10 11:51:00,United Kingdom
23757,538240.0,2010-12-10 12:00:00,United Kingdom
23766,538248.0,2010-12-10 12:14:00,United Kingdom
23805,538250.0,2010-12-10 12:20:00,United Kingdom
23838,538252.0,2010-12-10 12:29:00,United Kingdom
23846,538255.0,2010-12-10 12:33:00,EIRE
23897,538260.0,2010-12-10 12:42:00,United Kingdom
23913,538263.0,2010-12-10 12:44:00,United Kingdom
23927,538268.0,2010-12-10 12:45:00,United Kingdom
23934,538279.0,2010-12-10 12:48:00,United Kingdom
23941,538280.0,2010-12-10 12:50:00,United Kingdom
23952,538283.0,2010-12-10 12:56:00,United Kingdom
23956,538288.0,2010-12-10 12:58:00,United Kingdom
23957,538296.0,2010-12-10 13:06:00,United Kingdom
23975,538306.0,2010-12-10 13:24:00,United Kingdom
23976,538307.0,2010-12-10 13:27:00,United Kingdom
24015,538308.0,2010-12-10 13:29:00,United Kingdom
24031,538309.0,2010-12-10 13:32:00,United Kingdom
24034,538310.0,2010-12-10 13:44:00,United Kingdom
24036,538311.0,2010-12-10 13:48:00,Portugal
24050,538312.0,2010-12-10 13:48:00,United Kingdom
24096,538313.0,2010-12-10 13:50:00,United Kingdom
24136,538327.0,2010-12-10 13:58:00,United Kingdom
24197,538342.0,2010-12-10 14:04:00,United Kingdom
24198,538343.0,2010-12-10 14:29:00,United Kingdom
24215,538345.0,2010-12-10 14:45:00,United Kingdom
24222,538346.0,2010-12-10 14:53:00,United Kingdom
24258,538347.0,2010-12-10 14:54:00,United Kingdom
24290,538348.0,2010-12-10 14:59:00,United Kingdom
24291,538349.0,2010-12-10 14:59:00,United Kingdom
24937,538351.0,2010-12-10 15:17:00,United Kingdom
25077,538352.0,2010-12-10 15:21:00,United Kingdom
25080,538353.0,2010-12-10 15:31:00,United Kingdom
25118,538354.0,2010-12-10 15:45:00,United Kingdom
25186,538355.0,2010-12-10 15:49:00,United Kingdom
25187,538356.0,2010-12-10 15:56:00,United Kingdom
25209,538358.0,2010-12-10 16:09:00,United Kingdom
25217,538361.0,2010-12-10 16:36:00,United Kingdom
25244,538363.0,2010-12-10 17:14:00,United Kingdom
25263,538364.0,2010-12-10 17:26:00,United Kingdom
25281,538365.0,2010-12-12 10:11:00,United Kingdom
25301,538366.0,2010-12-12 10:47:00,United Kingdom
25308,538367.0,2010-12-12 10:48:00,United Kingdom
25351,538368.0,2010-12-12 10:57:00,United Kingdom
25421,538369.0,2010-12-12 11:06:00,United Kingdom
25460,538370.0,2010-12-12 11:06:00,United Kingdom
25510,538371.0,2010-12-12 11:07:00,United Kingdom
